,response_me,essentiality_me,response_m,essentiality_m,true_essentiality
BSU27940,-1.0,e,,,e
BSU28140,0.0,0,-2.2970447598349614e-10,0,0
BSU28150,0.0,0,-2.155410994960713e-11,0,0
BSU28080,-1.0,e,-1.0,e,e
BSU28090,-1.0,e,,,e
BSU28300,-9.376025502789367e-06,0,0.0,0,0
BSU28310,-9.376025502789367e-06,0,0.0,0,0
BSU28390,0.0,0,0.0,0,0
BSU28230,-1.0,e,,,0
BSU28250,-1.0,e,-1.0,e,0
BSU28260,-1.0,e,-1.0,e,0
BSU28430,-0.12021939899676527,-,-0.11608118903522795,-,0
BSU28290,-1.0,e,-1.0,e,0
BSU28270,-1.0,e,-0.9999999997377986,e,0
BSU28440,-0.12021939899676527,-,-0.11608118903522795,-,0
BSU28280,-1.0,e,-1.0,e,0
BSU28450,-0.12021939899676527,-,-0.11608118903522795,-,0
BSU28370,-1.0,e,,,0
BSU28470,0.0,0,0.0,0,0
BSU28510,0.0,0,-3.5397935798687916e-10,0,0
BSU28540,0.0,0,0.0,0,0
BSU28560,0.0,0,0.0,0,0
BSU28680,0.0,0,-5.105394272093319e-06,0,0
BSU28720,0.0,0,0.0,0,0
BSU28730,0.0,0,0.0,0,0
BSU28740,0.0,0,0.0,0,0
BSU28780,0.0,0,-2.70052935022381e-10,0,0
BSU28750,0.0,0,0.0,0,0
BSU28790,0.0,0,-2.2956730555154488e-10,0,0
BSU28800,0.0,0,-4.9467939926044384e-11,0,0
BSU28500,-1.0,e,,,e
BSU28630,-1.0,e,,,e
BSU28640,-1.0,e,,,e
BSU28910,0.0,0,,,0
BSU28900,0.0,0,,,0
BSU29010,0.0,0,-3.4500622359830225e-10,0,0
BSU29020,-8.438422952510431e-05,0,-5.56485854833066e-10,0,0
BSU29050,0.0,0,0.0,0,0
BSU28850,-1.0,e,,,e
BSU29060,0.0,0,-2.7086984023633416e-10,0,0
BSU28860,-1.0,e,,,0
BSU28870,-1.0,e,,,e
BSU29120,-0.06559467441751442,-,-0.0633908001153204,-,0
BSU29130,-0.15393558670479585,-,-0.15208314528659883,-,0
BSU29140,-2.8128076508368104e-05,0,0.0,0,0
BSU28950,-1.0,e,,,0
BSU29180,-0.03901364211710656,-,-0.036747515354280044,-,0
BSU29220,0.0,0,0.0,0,0
BSU29300,0.0,0,0.0,0,0
BSU29340,0.0,0,0.0,0,0
BSU29350,0.0,0,0.0,0,0
BSU29370,0.0,0,0.0,0,0
BSU29360,0.0,0,0.0,0,0
BSU29380,0.0,0,0.0,0,0
BSU29210,-1.0,e,-1.0,e,e
BSU29200,-1.0,e,-1.0,e,e
BSU29190,-1.0,e,-0.07828594499538499,-,0
BSU29470,-0.0014345319019267732,0,-0.0015819159855061501,0,0
BSU29600,0.0,0,0.0,0,0
BSU29680,0.0,0,-1.302820293161841e-10,0,0
BSU29440,-1.0,e,-1.0,e,0
BSU29990,0.0,0,0.0,0,0
BSU30070,0.0,0,-2.8294789676083645e-10,0,0
BSU29450,-1.0,e,-1.0,e,0
BSU29670,-1.0,e,,,e
BSU29620,-1.0,e,-1.0,e,0
BSU29660,-1.0,e,,,e
BSU30200,0.0,0,-1.0105955106785528e-10,0,0
BSU30210,0.0,0,-3.118888579905896e-10,0,0
BSU29750,-1.0,e,-1.0,e,0
BSU29790,-1.0,e,-1.0,e,e
BSU30220,0.0,0,-2.717547424568635e-10,0,0
BSU30230,0.0,0,-1.0721022147412164e-10,0,0
BSU30240,0.0,0,-2.1160997843768146e-10,0,0
BSU30300,0.0,0,-2.4178370892679737e-10,0,0
BSU30410,0.0,0,-1.5418838865418317e-10,0,0
BSU30420,0.0,0,-1.5418838865418317e-10,0,0
BSU30430,0.0,0,-1.5418838865418317e-10,0,0
BSU30440,0.0,0,-1.5418838865418317e-10,0,0
BSU30530,0.0,0,0.0,0,0
BSU30540,0.0,0,0.0,0,0
BSU30450,0.0,0,-1.5418838865418317e-10,0,0
BSU30550,0.0,0,-3.765876568221767e-10,0,e
BSU30560,0.0,0,-1.8282171636802504e-10,0,0
BSU30320,-1.0,e,,,e
BSU30740,0.0,0,0.0,0,0
BSU30750,0.0,0,0.0,0,0
BSU30760,0.0,0,0.0,0,0
BSU30770,0.0,0,0.0,0,0
BSU30830,0.0,0,0.0,0,0
BSU30690,-1.0,e,,,0
BSU30870,0.0,0,0.0,0,0
BSU30940,0.0,0,-2.672589403750037e-10,0,0
BSU30950,0.0,0,-1.2028846926144506e-10,0,0
BSU30960,0.0,0,0.0,0,0
BSU30780,-1.0,e,-1.0,e,e
BSU30790,-1.0,e,-1.0,e,e
BSU30800,-1.0,e,-1.0,e,e
BSU30970,0.0,0,0.0,0,0
BSU30980,0.0,0,-8.177898808899397e-11,0,0
BSU30820,-1.0,e,-1.0,e,e
BSU31050,0.0,0,-3.889939341915709e-10,0,0
BSU31060,0.0,0,-1.5574467308324229e-10,0,0
BSU31090,0.0,0,0.0,0,0
BSU31100,0.0,0,0.0,0,0
BSU31200,0.0,0,6.17353998771689e-11,0,0
BSU31180,0.0,0,-1.6744098170750294e-10,0,0
BSU31322,0.0,0,-0.000654611678330754,0,0
BSU31350,-0.013417092494491585,-,-0.01313449509840794,-,0
BSU31580,0.0,0,-5.471497952450299e-10,0,0
BSU31600,0.0,0,0.0,0,e
BSU31610,0.0,0,0.0,0,e
BSU31620,0.0,0,0.0,0,e
BSU31630,0.0,0,0.0,0,e
BSU31640,0.0,0,0.0,0,e
BSU31660,0.0,0,0.0,0,e
BSU31650,0.0,0,0.0,0,e
BSU31150,-1.0,e,-1.0,e,0
BSU31750,0.0,0,-1.4089367980786292e-10,0,e
BSU31400,-1.0,e,-1.0,e,0
BSU31930,0.0,0,0.0,0,0
BSU31970,0.0,0,-9.360764382813039e-11,0,0
BSU31760,0.0,0,-1.4938765881964962e-10,0,0
BSU31980,0.0,0,-3.366308276014442e-10,0,0
BSU31990,0.0,0,0.0,0,0
BSU32000,0.0,0,-4.041023279001487e-10,0,0
BSU32100,0.0,0,0.0,0,0
BSU32110,0.0,0,0.0,0,0
BSU32130,0.0,0,0.0,0,0
BSU32180,0.0,0,0.0,0,0
BSU32200,-1.8752051005578734e-05,0,0.0,0,0
BSU32410,0.0,0,-3.4396038728608395e-10,0,0
BSU32430,0.0,0,0.0,0,0
BSU32440,0.0,0,0.0,0,0
BSU32450,0.0,0,0.0,0,0
BSU32460,0.0,0,0.0,0,0
BSU32470,0.0,0,0.0,0,0
BSU32170,-1.0,e,-1.0,e,e
BSU32240,-1.0,e,-1.0,e,0
BSU32480,0.0,0,0.0,0,0
BSU32250,-1.0,e,-1.0,e,0
BSU32260,-1.0,e,-1.0,e,0
BSU32490,0.0,0,0.0,0,0
BSU32500,0.0,0,0.0,0,0
BSU32510,0.0,0,0.0,0,0
BSU32820,0.0,0,0.0,0,0
BSU32830,-0.0007875861422343069,0,-0.0009092498653858589,0.0,0
BSU32840,-0.0007875861422343069,0,-0.0009092503495367804,0,0
BSU33040,-0.1394214992264779,-,-0.13552338762256164,-,0
BSU33180,0.0,0,0.0,0,0
BSU33160,0.0,0,0.0,0,0
BSU33240,0.0,0,0.0,0,0
BSU33290,0.0,0,0.0,0,0
BSU32680,-0.9993999343678215,e,,,e
BSU33300,0.0,0,0.0,0,0
BSU33310,0.0,0,0.0,0,0
BSU33330,0.0,0,-1.4589381262880931e-10,0,0
BSU33370,0.0,0,0.0,0,0
BSU33390,0.0,0,0.0,0,0
BSU33400,0.0,0,0.0,0,0
BSU33380,0.0,0,0.0,0,0
BSU33420,0.0,0,0.0,0,0
BSU33430,-9.376025502789367e-06,0,0.0,0,0
BSU33440,0.0,0,0.0,0,0
BSU33170,-1.0,e,0.0,0,0
BSU33490,0.0,0,0.0,0,0
BSU33500,0.0,0,0.0,0,0
BSU33510,0.0,0,-2.152557002954592e-10,0,0
BSU33700,0.0,0,0.0,0,0
BSU33710,0.0,0,0.0,0,0
BSU33730,0.0,0,0.0,0,0
BSU33720,0.0,0,0.0,0,0
BSU33820,0.0,0,0.0,0,0
BSU33800,0.0,0,0.0,0,0
BSU33810,0.0,0,0.0,0,0
BSU33830,0.0,0,0.0,0,0
BSU33910,-0.1135811729407904,-,-0.11002793251170766,-,e
BSU33920,-0.07700529745440908,-,-0.07463396479185573,-,0
BSU33930,-0.4566968262153673,-,-0.44636329971108435,-,0
BSU33630,-1.0,e,,,0
BSU33940,-0.4571468754395012,-,-0.44636329977189554,-,e
BSU33960,0.0,0,-2.1320684931530247e-10,0,0
BSU34130,0.0,0,-1.0337203750084454e-10,0,0
BSU34190,0.0,0,0.0,0,0
BSU34550,0.0,0,-1.2365526222200466e-10,0,0
BSU33900,-1.0,e,-0.11002793260405525,-,e
BSU34570,0.0,0,-1.5417827145251266e-10,0,0
BSU34560,0.0,0,-1.477289083132067e-10,0,0
BSU34590,0.0,0,0.0,0,0
BSU34610,0.0,0,0.0,0,0
BSU34600,0.0,0,0.0,0,0
BSU34660,0.0,0,0.0,0,0
BSU34790,0.0,0,0.0,0,e
BSU34200,-1.0,e,,,0
BSU34890,0.0,0,0.0,0,0
BSU35010,0.0,0,-3.1834069160937323e-10,0,0
BSU35020,0.0,0,0.0,0,0
BSU34870,-1.0,e,-1.0,e,0
BSU34860,-1.0,e,-1.0,e,0
BSU34880,-1.0,e,-1.0,e,0
BSU34900,-1.0,e,-1.0,e,0
BSU34910,-1.0,e,-1.0,e,0
BSU34920,-1.0,e,-1.0,e,0
BSU35540,0.0,0,-3.984745756499914e-10,0,0
BSU35550,0.0,0,-3.984745756499914e-10,0,0
BSU35570,0.0,0,-3.984745756499914e-10,0,0
BSU35580,0.0,0,-2.1618565935598626e-10,0,0
BSU35590,0.0,0,-3.984745756499914e-10,0,0
BSU35600,0.0,0,-3.984745756499914e-10,0,e
BSU35290,-1.0,e,,,e
BSU35609,0.0,0,-3.984745756499914e-10,0,0
BSU35300,-1.0,e,,,e
BSU35620,0.0,0,-4.020005380740416e-10,0,0
BSU35530,-1.0,e,-1.0,e,e
BSU35660,-1.0,e,-1.0,e,e
BSU35670,-1.0,e,-1.0,e,0
BSU35680,-1.0,e,-1.0,e,0
BSU35690,-1.0,e,-1.0,e,0
BSU35700,-1.0,e,-1.0,e,e
BSU35780,0.0,0,-5.143721793864382e-10,0,0
BSU35710,-1.0,e,-1.0,e,e
BSU35720,-1.0,e,-1.0,e,e
BSU35790,0.0,0,0.0,0,0
BSU35920,0.0,0,-5.081224545173048e-10,0,0
BSU35740,-1.0,e,-1.0,e,e
BSU35730,-1.0,e,-1.0,e,0
BSU35930,0.0,0,-4.816199741739027e-10,0,0
BSU35940,0.0,0,-4.816199741739027e-10,0,0
BSU35750,-1.0,e,-1.0,e,e
BSU36000,-0.00023440063756973418,0,-9.532122761147827e-05,0,0
BSU35950,0.0,0,-4.816199741739027e-10,0,0
BSU35760,-1.0,e,-1.0,e,e
BSU35960,0.0,0,-4.816199741739027e-10,0,0
BSU36010,0.0,0,0.0,0,0
BSU36130,0.0,0,0.0,0,0
BSU36120,0.0,0,0.0,0,0
BSU36030,0.0,0,0.0,0,0
BSU36370,0.0,0,0.0,0,0
BSU36640,0.0,0,-2.318295589018213e-10,0,0
BSU36660,0.0,0,-2.318295589018213e-10,0,0
BSU36590,0.0,0,0.0,0,0
BSU36710,0.0,0,0.0,0,0
BSU36470,0.0,0,0.0,0,0
BSU36650,0.0,0,-2.318295589018213e-10,0,0
BSU36760,0.0,0,0.0,0,e
BSU36510,-1.0,e,-1.0,e,0
BSU36800,-1.0,e,-1.0,e,0
BSU36810,-1.0,e,-1.0,e,0
BSU36820,-1.0,e,-1.0,e,0
BSU36830,-1.0,e,-1.0,e,0
BSU36890,0.0,0,-3.970988715065628e-10,0,0
BSU36850,-1.0,e,-1.0,e,0
BSU36840,-1.0,e,-1.0,e,0
BSU36870,-1.0,e,-1.0,e,0
BSU36880,-1.0,e,-1.0,e,0
BSU36920,-0.08223711968496554,-,-0.08802080373797043,-,0
BSU36860,-1.0,e,-1.0,e,0
BSU37060,0.0,0,-3.2361481236858237e-10,0,0
BSU37100,0.0,0,0.0,0,0
BSU37110,-0.00021564858656415546,0,-0.00018294432063110328,0,0
BSU37120,-0.00028128076508368105,0,0.0,0,0
BSU36900,-1.0,e,-0.9999999986152125,e,0
BSU37170,0.0,0,0.0,0,0
BSU37190,0.0,0,0.0,0,0
BSU37240,0.0,0,0.0,0,0
BSU37070,-1.0,e,,,0
BSU37010,-1.0,e,,,e
BSU37320,0.0,0,0.0,0,0
BSU37080,-1.0,e,,,0
BSU37160,-1.0,e,,,0
BSU37500,0.0,0,-2.9387576862565844e-10,0,0
BSU37490,0.0,0,-3.506399755843338e-10,0,0
BSU37660,-0.0014345319019267732,0,-0.0015819162229640494,0,0
BSU37150,-1.0,e,-1.0,e,e
BSU37710,0.0,0,-2.682383090250844e-10,0,0
BSU37760,0.0,0,0.0,0,0
BSU37780,0.0,0,0.0,0,0
BSU37790,0.0,0,0.0,0,0
BSU37330,-1.0,e,,,e
BSU38020,0.0,0,0.0,0,0
BSU38040,0.0,0,-1.9275316151018237e-10,0,0
BSU38050,0.0,0,0.0,0,0
BSU38060,0.0,0,-3.200879088094931e-10,0,0
BSU38110,0.0,0,-2.0409701506229387e-10,0,0
BSU38140,0.0,0,0.0,0,0
BSU38150,0.0,0,0.0,0,0
BSU38160,0.0,0,0.0,0,0
BSU38170,0.0,0,0.0,0,0
BSU38190,0.0,0,-1.1343124172456196e-10,0,0
BSU38200,0.0,0,-7.754470390612869e-11,0,0
BSU38270,0.0,0,-6.398963129118227e-06,0,0
BSU38240,0.0,0,-3.3972175035366276e-10,0,0
BSU38260,0.0,0,-6.398963129118227e-06,0,0
BSU38300,0.0,0,-4.717073517325277e-10,0,0
BSU38290,0.0,0,-3.9714534004911917e-10,0,0
BSU38280,0.0,0,-6.398963129118227e-06,0,0
BSU38390,0.0,0,0.0,0,0
BSU38550,-9.376025502789367e-06,0,0.0,0,0
BSU38570,0.0,0,0.0,0,0
BSU38590,0.0,0,0.0,0,0
BSU38560,0.0,0,0.0,0.0,0
BSU38580,0.0,0,0.0,0,0
BSU38490,-1.0,e,-1.0,e,e
BSU38630,0.0,0,0.0,0,0
BSU38500,-1.0,e,-1.0,e,0
BSU38700,0.0,0,,,0
BSU38710,0.0,0,-2.8625033961309644e-10,0,0
BSU38750,0.0,0,0.0,0,0
BSU38760,0.0,0,0.0,0,0
BSU38510,-1.0,e,-1.0,e,0
BSU38530,-1.0,e,-1.0,e,0
BSU38520,-1.0,e,-1.0,e,0
BSU38770,0.0,0,0.0,0,0
BSU38860,0.0,0,-5.105657587207313e-11,0,0
BSU38830,0.0,0,0.0,0.0,0
BSU38980,0.0,0,-2.0425030243178998e-10,0,0
BSU38990,0.0,0,-2.0425030243178998e-10,0,0
BSU39020,0.0,0,0.0,0,0
BSU39050,0.0,0,0.0,0,0
BSU39060,0.0,0,0.0,0,0
BSU39260,0.0,0,-2.4504415362793677e-10,0,0
BSU39270,0.0,0,-5.851671804339029e-11,0,0
BSU39350,0.0,0,-2.457551811499893e-10,0,0
BSU39360,0.0,0,5.9352681241885566e-12,0,0
BSU39370,0.0,0,-4.744026448426777e-11,0,0
BSU39380,0.0,0,-4.13324274864692e-10,0,0
BSU39390,0.0,0,0.0,0,0
BSU39400,0.0,0,-2.9602335327103995e-06,0,0
BSU39410,0.0,0,0.0,0,0
BSU39420,-0.00023440063756973418,0,-9.532131913627262e-05,0,0
BSU39450,0.0,0,-2.5861037993304215e-10,0,0
BSU39540,0.0,0,0.0,0,0
BSU39610,0.0,0,0.0,0,0
BSU39670,0.0,0,-5.747796377234137e-10,0,0
BSU39700,0.0,0,-1.4017394678669856e-10,0,0
BSU39720,0.0,0,-5.747796377234137e-10,0,0
BSU39710,0.0,0,0.0,0,0
BSU39730,0.0,0,-5.747796377234137e-10,0,0
BSU39750,0.0,0,-5.747796377234137e-10,0,0
BSU39760,0.0,0,-3.4808749971636986e-10,0,0
BSU39740,0.0,0,-5.747796377234137e-10,0,0
BSU39780,0.0,0,0.0,0,0
BSU39920,0.0,0,0.0,0,0
BSU39860,0.0,0,0.0,0.0,0
BSU39980,0.0,0,0.0,0,0
BSU40040,0.0,0,-3.408833841563777e-07,0,0
BSU40060,0.0,0,-2.0380279272069007e-10,0,0
BSU40110,0.0,0,0.0,0.0,0
BSU40070,0.0,0,0.0,0,0
BSU40190,0.0,0,-3.45252565694791e-10,0,0
BSU40320,0.0,0,3.6386633449843823e-13,0,0
BSU40330,0.0,0,0.0,0,0
BSU40340,0.0,0,-2.335508948883655e-10,0,0
BSU40850,0.0,0,0.0,0,0
BSU40500,-1.0,e,,,0
BSU40890,-1.0,e,,,e
BSU41060,-1.0,e,,,0
BSU40550,-1.0,e,-1.0,e,e
BSU40910,-1.0,e,,,0
BSU40420,-1.0,e,-1.0,e,0
BSU41050,-1.0,e,,,e
