Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
CPLX8J2-73	Inner_Membrane	BSU11400(1)	Inner_Membrane	y
BSU33780-MONOMER	Inner_Membrane	BSU33780(1)	Inner_Membrane	y
CPLX8J2-26	Inner_Membrane	BSU36800(1)	Inner_Membrane	y
CPLX8J2-26	Inner_Membrane	BSU36810(1)	Inner_Membrane	y
CPLX8J2-26	Inner_Membrane	BSU36820(1)	Inner_Membrane	y
CPLX8J2-26	Inner_Membrane	BSU36830(1)	Inner_Membrane	y
CPLX8J2-26	Inner_Membrane	BSU36840(1)	Inner_Membrane	y
BSU37430-MONOMER	Inner_Membrane	BSU37430(1)	Inner_Membrane	y
BSU38120-MONOMER	Inner_Membrane	BSU38120(1)	Inner_Membrane	y
CPLX8J2-85	Inner_Membrane	BSU36550(1)	Inner_Membrane	y
CPLX8J2-85	Inner_Membrane	BSU24360(1)	Inner_Membrane	y
CPLX8J2-70	Inner_Membrane	BSU12930(1)	Inner_Membrane	y
CPLX8J2-70	Inner_Membrane	BSU12940(1)	Inner_Membrane	y
CPLX8J2-70	Inner_Membrane	BSU12950(1)	Inner_Membrane	y
CPLX8J2-70	Inner_Membrane	BSU12960(1)	Inner_Membrane	y
CPLX8J2-107	Inner_Membrane	BSU35820(1)	Inner_Membrane	y
CPLX8J2-107	Inner_Membrane	BSU35810(1)	Inner_Membrane	y
CPLX8J2-107	Inner_Membrane	BSU35800(1)	Inner_Membrane	y
BSU07490-MONOMER	Inner_Membrane	BSU07490(1)	Inner_Membrane	y
BSU27090-MONOMER	Inner_Membrane	BSU27090(1)	Inner_Membrane	y
CPLX8J2-82	Inner_Membrane	BSU34690(1)	Inner_Membrane	y
CPLX8J2-82	Inner_Membrane	BSU34700(1)	Inner_Membrane	y
BSU30720-MONOMER	Inner_Membrane	BSU30720(1)	Inner_Membrane	y
CPLX8J2-67	Inner_Membrane	BSU29340(1)	Inner_Membrane	y
CPLX8J2-67	Inner_Membrane	BSU29350(1)	Inner_Membrane	y
CPLX8J2-67	Inner_Membrane	BSU29360(1)	Inner_Membrane	y
CPLX8J2-67	Inner_Membrane	BSU29370(1)	Inner_Membrane	y
CPLX8J2-67	Inner_Membrane	BSU29380(1)	Inner_Membrane	y
BSU33620-MONOMER	Inner_Membrane	BSU33620(1)	Inner_Membrane	y
BSU37270-MONOMER	Inner_Membrane	BSU37270(1)	Inner_Membrane	y
BSU15280-MONOMER	Inner_Membrane	BSU15280(1)	Inner_Membrane	y
BSU18270-MONOMER	Inner_Membrane	BSU18270(1)	Inner_Membrane	y
CPLX8J2-142	Inner_Membrane	BSU07920(1)	Inner_Membrane	y
BSU22550-MONOMER	Inner_Membrane	BSU22550(1)	Inner_Membrane	y
BSU03760-MONOMER	Inner_Membrane	BSU03760(1)	Inner_Membrane	y
CPLX8J2-94	Inner_Membrane	BSU33070(1)	Inner_Membrane	y
CPLX8J2-94	Inner_Membrane	BSU33060(1)	Inner_Membrane	y
CPLX8J2-94	Inner_Membrane	BSU33050(1)	Inner_Membrane	y
BSU07320-MONOMER	Inner_Membrane	BSU07320(1)	Inner_Membrane	y
CPLX8J2-119	Inner_Membrane	BSU34590(1)	Inner_Membrane	y
CPLX8J2-119	Inner_Membrane	BSU34600(1)	Inner_Membrane	y
CPLX8J2-119	Inner_Membrane	BSU34610(1)	Inner_Membrane	y
BSU33460-MONOMER	Inner_Membrane	BSU33460(1)	Inner_Membrane	y
CPLX8J2-101	Inner_Membrane	BSU36840(1)	Inner_Membrane	y
CPLX8J2-101	Inner_Membrane	BSU36830(3)	Inner_Membrane	y
CPLX8J2-101	Inner_Membrane	BSU36820(1)	Inner_Membrane	y
CPLX8J2-101	Inner_Membrane	BSU36810(3)	Inner_Membrane	y
CPLX8J2-101	Inner_Membrane	BSU36800(1)	Inner_Membrane	y
CPLX8J2-101	Inner_Membrane	BSU36870(1)	Inner_Membrane	y
CPLX8J2-101	Inner_Membrane	BSU36860(10)	Inner_Membrane	y
CPLX8J2-101	Inner_Membrane	BSU36850(2)	Inner_Membrane	y
CPLX8J2-91	Inner_Membrane	BSU07120(1)	Inner_Membrane	y
CPLX8J2-91	Inner_Membrane	BSU07110(1)	Inner_Membrane	y
CPLX8J2-91	Inner_Membrane	BSU07100(1)	Inner_Membrane	y
CPLX8J2-77	Inner_Membrane	BSU02860(1)	Inner_Membrane	y
CPLX8J2-77	Inner_Membrane	BSU02870(1)	Inner_Membrane	y
BSU14490-MONOMER	Inner_Membrane	BSU14490(1)	Inner_Membrane	y
BSU18120-MONOMER	Inner_Membrane	BSU18120(1)	Inner_Membrane	y
BSU34150-MONOMER	Inner_Membrane	BSU34150(1)	Inner_Membrane	y
CPLX8J2-161	Inner_Membrane	BSU35700(1)	Inner_Membrane	y
CPLX8J2-161	Inner_Membrane	BSU35710(1)	Inner_Membrane	y
CPLX8J2-116	Inner_Membrane	BSU03982(1)	Inner_Membrane	y
CPLX8J2-116	Inner_Membrane	BSU03981(1)	Inner_Membrane	y
BSU37800-MONOMER	Inner_Membrane	BSU37800(1)	Inner_Membrane	y
BSU03610-MONOMER	Inner_Membrane	BSU03610(1)	Inner_Membrane	y
CPLX8J2-74	Inner_Membrane	BSU08830(1)	Inner_Membrane	y
CPLX8J2-74	Inner_Membrane	BSU08840(1)	Inner_Membrane	y
CPLX8J2-74	Inner_Membrane	BSU08850(1)	Inner_Membrane	y
CPLX8J2-42	Inner_Membrane	BSU22540(1)	Inner_Membrane	y
CPLX8J2-42	Inner_Membrane	BSU22550(1)	Inner_Membrane	y
CPLX8J2-42	Inner_Membrane	BSU22560(1)	Inner_Membrane	y
CPLX8J2-189	Inner_Membrane	BSU28900(1)	Inner_Membrane	y
CPLX8J2-189	Inner_Membrane	BSU28910(1)	Inner_Membrane	y
BSU07140-MONOMER	Inner_Membrane	BSU07140(1)	Inner_Membrane	y
CPLX8J2-158	Inner_Membrane	BSU31660(1)	Inner_Membrane	y
CPLX8J2-158	Inner_Membrane	BSU31650(1)	Inner_Membrane	y
CPLX8J2-158	Inner_Membrane	BSU31640(1)	Inner_Membrane	y
CPLX8J2-158	Inner_Membrane	BSU31630(1)	Inner_Membrane	y
CPLX8J2-158	Inner_Membrane	BSU31620(1)	Inner_Membrane	y
CPLX8J2-158	Inner_Membrane	BSU31610(1)	Inner_Membrane	y
CPLX8J2-158	Inner_Membrane	BSU31600(1)	Inner_Membrane	y
BSU33300-MONOMER	Inner_Membrane	BSU33300(1)	Inner_Membrane	y
BSU26770-MONOMER	Inner_Membrane	BSU26770(1)	Inner_Membrane	y
CPLX8J2-71	Inner_Membrane	BSU24950(1)	Inner_Membrane	y
CPLX8J2-71	Inner_Membrane	BSU24960(1)	Inner_Membrane	y
CPLX8J2-71	Inner_Membrane	BSU24970(1)	Inner_Membrane	y
CPLX8J2-71	Inner_Membrane	BSU24980(1)	Inner_Membrane	y
CPLX8J2-71	Inner_Membrane	BSU24990(1)	Inner_Membrane	y
BSU14330-MONOMER	Inner_Membrane	BSU14330(1)	Inner_Membrane	y
BSU40560-MONOMER	Inner_Membrane	BSU40560(1)	Inner_Membrane	y
CPLX8J2-15	Inner_Membrane	BSU28430(1)	Inner_Membrane	y
CPLX8J2-15	Inner_Membrane	BSU28440(1)	Inner_Membrane	y
CPLX8J2-15	Inner_Membrane	BSU28450(1)	Inner_Membrane	y
BSU21470-MONOMER	Inner_Membrane	BSU21470(1)	Inner_Membrane	y
BSU03440-MONOMER	Inner_Membrane	BSU03440(1)	Inner_Membrane	y
BSU18640-MONOMER	Inner_Membrane	BSU18640(1)	Inner_Membrane	y
BSU29530-MONOMER	Inner_Membrane	BSU29530(1)	Inner_Membrane	y
BSU06980-MONOMER	Inner_Membrane	BSU06980(1)	Inner_Membrane	y
BSU07670-MONOMER	Inner_Membrane	BSU07670(1)	Inner_Membrane	y
BSU26610-MONOMER	Inner_Membrane	BSU26610(1)	Inner_Membrane	y
BSU11360-MONOMER	Inner_Membrane	BSU11360(1)	Inner_Membrane	y
BSU17810-MONOMER	Inner_Membrane	BSU17810(1)	Inner_Membrane	y
BSU33830-MONOMER	Inner_Membrane	BSU33830(1)	Inner_Membrane	y
BSU25720-MONOMER	Inner_Membrane	BSU25720(1)	Inner_Membrane	y
BSU29370-MONOMER	Inner_Membrane	BSU29370(1)	Inner_Membrane	y
BSU03950-MONOMER	Inner_Membrane	BSU03950(1)	Inner_Membrane	y
BSU10520-MONOMER	Inner_Membrane	BSU10520(1)	Inner_Membrane	y
BSU30070-MONOMER	Inner_Membrane	BSU30070(1)	Inner_Membrane	y
BSU33020-MONOMER	Inner_Membrane	BSU33020(1)	Inner_Membrane	y
BSU40259-MONOMER	Inner_Membrane	BSU40259(1)	Inner_Membrane	y
BSU37320-MONOMER	Inner_Membrane	BSU37320(1)	Inner_Membrane	y
BSU25569-MONOMER	Inner_Membrane	BSU25569(1)	Inner_Membrane	y
BSU11055-MONOMER	Inner_Membrane	BSU11055(1)	Inner_Membrane	y
BSU36470-MONOMER	Inner_Membrane	BSU36470(1)	Inner_Membrane	y
BSU18170-MONOMER	Inner_Membrane	BSU18170(1)	Inner_Membrane	y
BSU40770-MONOMER	Inner_Membrane	BSU40770(1)	Inner_Membrane	y
BSU21010-MONOMER	Inner_Membrane	BSU21010(1)	Inner_Membrane	y
BSU29070-MONOMER	Inner_Membrane	BSU29070(1)	Inner_Membrane	y
BSU29730-MONOMER	Inner_Membrane	BSU29730(1)	Inner_Membrane	y
BSU07210-MONOMER	Inner_Membrane	BSU07210(1)	Inner_Membrane	y
BSU33350-MONOMER	Inner_Membrane	BSU33350(1)	Inner_Membrane	y
BSU39970-MONOMER	Inner_Membrane	BSU39970(1)	Inner_Membrane	y
BSU20880-MONOMER	Inner_Membrane	BSU20880(1)	Inner_Membrane	y
BSU02810-MONOMER	Inner_Membrane	BSU02810(1)	Inner_Membrane	y
BSU28910-MONOMER	Inner_Membrane	BSU28910(1)	Inner_Membrane	y
BSU06370-MONOMER	Inner_Membrane	BSU06370(1)	Inner_Membrane	y
BSU33210-MONOMER	Inner_Membrane	BSU33210(1)	Inner_Membrane	y
BSU36840-MONOMER	Inner_Membrane	BSU36840(1)	Inner_Membrane	y
BSU39810-MONOMER	Inner_Membrane	BSU39810(1)	Inner_Membrane	y
BSU06230-MONOMER	Inner_Membrane	BSU06230(1)	Inner_Membrane	y
BSU13430-MONOMER	Inner_Membrane	BSU13430(1)	Inner_Membrane	y
BSU10570-MONOMER	Inner_Membrane	BSU10570(1)	Inner_Membrane	y
BSU33050-MONOMER	Inner_Membrane	BSU33050(1)	Inner_Membrane	y
BSU39650-MONOMER	Inner_Membrane	BSU39650(1)	Inner_Membrane	y
BSU36680-MONOMER	Inner_Membrane	BSU36680(1)	Inner_Membrane	y
BSU20560-MONOMER	Inner_Membrane	BSU20560(1)	Inner_Membrane	y
BSU21980-MONOMER	Inner_Membrane	BSU21980(1)	Inner_Membrane	y
BSU09720-MONOMER	Inner_Membrane	BSU09720(1)	Inner_Membrane	y
BSU13270-MONOMER	Inner_Membrane	BSU13270(1)	Inner_Membrane	y
BSU29260-MONOMER	Inner_Membrane	BSU29260(1)	Inner_Membrane	y
BSU16825-MONOMER	Inner_Membrane	BSU16825(1)	Inner_Membrane	y
BSU39490-MONOMER	Inner_Membrane	BSU39490(1)	Inner_Membrane	y
BSU36520-MONOMER	Inner_Membrane	BSU36520(1)	Inner_Membrane	y
BSU02340-MONOMER	Inner_Membrane	BSU02340(1)	Inner_Membrane	y
BSU24780-MONOMER	Inner_Membrane	BSU24780(1)	Inner_Membrane	y
BSU17559-MONOMER	Inner_Membrane	BSU17559(1)	Inner_Membrane	y
BSU40160-MONOMER	Inner_Membrane	BSU40160(1)	Inner_Membrane	y
BSU09550-MONOMER	Inner_Membrane	BSU09550(1)	Inner_Membrane	y
BSU28440-MONOMER	Inner_Membrane	BSU28440(1)	Inner_Membrane	y
BSU03020-MONOMER	Inner_Membrane	BSU03020(1)	Inner_Membrane	y
BSU35710-MONOMER	Inner_Membrane	BSU35710(1)	Inner_Membrane	y
BSU06570-MONOMER	Inner_Membrane	BSU06570(1)	Inner_Membrane	y
BSU32750-MONOMER	Inner_Membrane	BSU32750(1)	Inner_Membrane	y
BSU02180-MONOMER	Inner_Membrane	BSU02180(1)	Inner_Membrane	y
BSU36360-MONOMER	Inner_Membrane	BSU36360(1)	Inner_Membrane	y
BSU40021-MONOMER	Inner_Membrane	BSU40021(1)	Inner_Membrane	y
BSU02860-MONOMER	Inner_Membrane	BSU02860(1)	Inner_Membrane	y
BSU12960-MONOMER	Inner_Membrane	BSU12960(1)	Inner_Membrane	y
BSU10080-MONOMER	Inner_Membrane	BSU10080(1)	Inner_Membrane	y
BSU13630-MONOMER	Inner_Membrane	BSU13630(1)	Inner_Membrane	y
BSU12800-MONOMER	Inner_Membrane	BSU12800(1)	Inner_Membrane	y
BSU16350-MONOMER	Inner_Membrane	BSU16350(1)	Inner_Membrane	y
BSU17070-MONOMER	Inner_Membrane	BSU17070(1)	Inner_Membrane	y
BSU27970-MONOMER	Inner_Membrane	BSU27970(1)	Inner_Membrane	y
BSU31600-MONOMER	Inner_Membrane	BSU31600(1)	Inner_Membrane	y
BSU24990-MONOMER	Inner_Membrane	BSU24990(1)	Inner_Membrane	y
BSU35220-MONOMER	Inner_Membrane	BSU35220(1)	Inner_Membrane	y
BSU01680-MONOMER	Inner_Membrane	BSU01680(1)	Inner_Membrane	y
BSU16910-MONOMER	Inner_Membrane	BSU16910(1)	Inner_Membrane	y
BSU27810-MONOMER	Inner_Membrane	BSU27810(1)	Inner_Membrane	y
BSU09610-MONOMER	Inner_Membrane	BSU09610(1)	Inner_Membrane	y
BSU38690-MONOMER	Inner_Membrane	BSU38690(1)	Inner_Membrane	y
BSU23970-MONOMER	Inner_Membrane	BSU23970(1)	Inner_Membrane	y
BSU35760-MONOMER	Inner_Membrane	BSU35760(1)	Inner_Membrane	y
BSU05109-MONOMER	Inner_Membrane	BSU05109(1)	Inner_Membrane	y
BSU27630-MONOMER	Inner_Membrane	BSU27630(1)	Inner_Membrane	y
BSU24670-MONOMER	Inner_Membrane	BSU24670(1)	Inner_Membrane	y
BSU16560-MONOMER	Inner_Membrane	BSU16560(1)	Inner_Membrane	y
BSU04960-MONOMER	Inner_Membrane	BSU04960(1)	Inner_Membrane	y
BSU24510-MONOMER	Inner_Membrane	BSU24510(1)	Inner_Membrane	y
BSU05620-MONOMER	Inner_Membrane	BSU05620(1)	Inner_Membrane	y
BSU09280-MONOMER	Inner_Membrane	BSU09280(4)	Inner_Membrane	y
BSU16400-MONOMER	Inner_Membrane	BSU16400(1)	Inner_Membrane	y
BSU08400-MONOMER	Inner_Membrane	BSU08400(1)	Inner_Membrane	y
BSU19980-MONOMER	Inner_Membrane	BSU19980(1)	Inner_Membrane	y
BSU01900-MONOMER	Inner_Membrane	BSU01900(1)	Inner_Membrane	y
BSU05470-MONOMER	Inner_Membrane	BSU05470(2)	Inner_Membrane	y
BSU09110-MONOMER	Inner_Membrane	BSU09110(1)	Inner_Membrane	y
BSU28020-MONOMER	Inner_Membrane	BSU28020(1)	Inner_Membrane	y
BSU31650-MONOMER	Inner_Membrane	BSU31650(1)	Inner_Membrane	y
BSU19140-MONOMER	Inner_Membrane	BSU19140(1)	Inner_Membrane	y
BSU16250-MONOMER	Inner_Membrane	BSU16250(1)	Inner_Membrane	y
BSU35280-MONOMER	Inner_Membrane	BSU35280(1)	Inner_Membrane	y
BSU38900-MONOMER	Inner_Membrane	BSU38900(1)	Inner_Membrane	y
BSU31490-MONOMER	Inner_Membrane	BSU31490(1)	Inner_Membrane	y
BSU18980-MONOMER	Inner_Membrane	BSU18980(1)	Inner_Membrane	y
BSU35110-MONOMER	Inner_Membrane	BSU35110(1)	Inner_Membrane	y
BSU38740-MONOMER	Inner_Membrane	BSU38740(1)	Inner_Membrane	y
BSU19669-MONOMER	Inner_Membrane	BSU19669(1)	Inner_Membrane	y
BSU01570-MONOMER	Inner_Membrane	BSU01570(1)	Inner_Membrane	y
BSU27680-MONOMER	Inner_Membrane	BSU27680(1)	Inner_Membrane	y
BSU31319-MONOMER	Inner_Membrane	BSU31319(1)	Inner_Membrane	y
BSU12400-MONOMER	Inner_Membrane	BSU12400(1)	Inner_Membrane	y
BSU23150-MONOMER	Inner_Membrane	BSU23150(1)	Inner_Membrane	y
BSU07920-MONOMER	Inner_Membrane	BSU07920(1)	Inner_Membrane	y
BSU11600-MONOMER	Inner_Membrane	BSU11600(1)	Inner_Membrane	y
BSU15050-MONOMER	Inner_Membrane	BSU15050(1)	Inner_Membrane	y
BSU34070-MONOMER	Inner_Membrane	BSU34070(1)	Inner_Membrane	y
BSU08620-MONOMER	Inner_Membrane	BSU08620(1)	Inner_Membrane	y
BSU12240-MONOMER	Inner_Membrane	BSU12240(1)	Inner_Membrane	y
BSU07760-MONOMER	Inner_Membrane	BSU07760(1)	Inner_Membrane	y
BSU19340-MONOMER	Inner_Membrane	BSU19340(1)	Inner_Membrane	y
BSU11450-MONOMER	Inner_Membrane	BSU11450(1)	Inner_Membrane	y
BSU14890-MONOMER	Inner_Membrane	BSU14890(1)	Inner_Membrane	y
BSU08460-MONOMER	Inner_Membrane	BSU08460(1)	Inner_Membrane	y
BSU31010-MONOMER	Inner_Membrane	BSU31010(1)	Inner_Membrane	y
BSU34610-MONOMER	Inner_Membrane	BSU34610(1)	Inner_Membrane	y
BSU38240-MONOMER	Inner_Membrane	BSU38240(1)	Inner_Membrane	y
BSU19190-MONOMER	Inner_Membrane	BSU19190(1)	Inner_Membrane	y
BSU30160-MONOMER	Inner_Membrane	BSU30160(1)	Inner_Membrane	y
BSU23519-MONOMER	Inner_Membrane	BSU23519(1)	Inner_Membrane	y
BSU08290-MONOMER	Inner_Membrane	BSU08290(1)	Inner_Membrane	y
BSU00010-MONOMER	Inner_Membrane	BSU00010(1)	Inner_Membrane	y
BSU37400-MONOMER	Inner_Membrane	BSU37400(1)	Inner_Membrane	y
BSU11940-MONOMER	Inner_Membrane	BSU11940(1)	Inner_Membrane	y
BSU04540-MONOMER	Inner_Membrane	BSU04540(1)	Inner_Membrane	y
BSU08130-MONOMER	Inner_Membrane	BSU08130(1)	Inner_Membrane	y
BSU37240-MONOMER	Inner_Membrane	BSU37240(1)	Inner_Membrane	y
BSU11809-MONOMER	Inner_Membrane	BSU11809(1)	Inner_Membrane	y
BSU15250-MONOMER	Inner_Membrane	BSU15250(1)	Inner_Membrane	y
BSU22520-MONOMER	Inner_Membrane	BSU22520(1)	Inner_Membrane	y
BSU37930-MONOMER	Inner_Membrane	BSU37930(1)	Inner_Membrane	y
BSU07980-MONOMER	Inner_Membrane	BSU07980(1)	Inner_Membrane	y
BSU30530-MONOMER	Inner_Membrane	BSU30530(1)	Inner_Membrane	y
BSU03580-MONOMER	Inner_Membrane	BSU03580(1)	Inner_Membrane	y
BSU18750-MONOMER	Inner_Membrane	BSU18750(1)	Inner_Membrane	y
BSU07110-MONOMER	Inner_Membrane	BSU07110(1)	Inner_Membrane	y
BSU30370-MONOMER	Inner_Membrane	BSU30370(1)	Inner_Membrane	y
BSU33960-MONOMER	Inner_Membrane	BSU33960(1)	Inner_Membrane	y
BSU21440-MONOMER	Inner_Membrane	BSU21440(1)	Inner_Membrane	y
BSU18610-MONOMER	Inner_Membrane	BSU18610(1)	Inner_Membrane	y
BSU06950-MONOMER	Inner_Membrane	BSU06950(1)	Inner_Membrane	y
BSU04060-MONOMER	Inner_Membrane	BSU04060(1)	Inner_Membrane	y
BSU33130-MONOMER	Inner_Membrane	BSU33130(1)	Inner_Membrane	y
BSU17780-MONOMER	Inner_Membrane	BSU17780(1)	Inner_Membrane	y
BSU14780-MONOMER	Inner_Membrane	BSU14780(1)	Inner_Membrane	y
BSU40380-MONOMER	Inner_Membrane	BSU40380(1)	Inner_Membrane	y
BSU33800-MONOMER	Inner_Membrane	BSU33800(1)	Inner_Membrane	y
BSU29340-MONOMER	Inner_Membrane	BSU29340(1)	Inner_Membrane	y
BSU03920-MONOMER	Inner_Membrane	BSU03920(1)	Inner_Membrane	y
BSU10490-MONOMER	Inner_Membrane	BSU10490(1)	Inner_Membrane	y
BSU07510-MONOMER	Inner_Membrane	BSU07510(1)	Inner_Membrane	y
BSU17630-MONOMER	Inner_Membrane	BSU17630(1)	Inner_Membrane	y
BSU18290-MONOMER	Inner_Membrane	BSU18290(1)	Inner_Membrane	y
BSU06650-MONOMER	Inner_Membrane	BSU06650(1)	Inner_Membrane	y
BSU10330-MONOMER	Inner_Membrane	BSU10330(1)	Inner_Membrane	y
BSU07340-MONOMER	Inner_Membrane	BSU07340(1)	Inner_Membrane	y
BSU13840-MONOMER	Inner_Membrane	BSU13840(1)	Inner_Membrane	y
BSU14510-MONOMER	Inner_Membrane	BSU14510(1)	Inner_Membrane	y
BSU25380-MONOMER	Inner_Membrane	BSU25380(1)	Inner_Membrane	y
BSU21650-MONOMER	Inner_Membrane	BSU21650(1)	Inner_Membrane	y
BSU29040-MONOMER	Inner_Membrane	BSU29040(1)	Inner_Membrane	y
BSU10160-MONOMER	Inner_Membrane	BSU10160(1)	Inner_Membrane	y
BSU13710-MONOMER	Inner_Membrane	BSU13710(1)	Inner_Membrane	y
BSU33320-MONOMER	Inner_Membrane	BSU33320(1)	Inner_Membrane	y
BSU14350-MONOMER	Inner_Membrane	BSU14350(1)	Inner_Membrane	y
BSU02780-MONOMER	Inner_Membrane	BSU02780(1)	Inner_Membrane	y
BSU28870-MONOMER	Inner_Membrane	BSU28870(1)	Inner_Membrane	y
BSU21490-MONOMER	Inner_Membrane	BSU21490(1)	Inner_Membrane	y
BSU10009-MONOMER	Inner_Membrane	BSU10009(1)	Inner_Membrane	y
BSU25910-MONOMER	Inner_Membrane	BSU25910(1)	Inner_Membrane	y
BSU36130-MONOMER	Inner_Membrane	BSU36130(1)	Inner_Membrane	y
BSU33180-MONOMER	Inner_Membrane	BSU33180(1)	Inner_Membrane	y
BSU36810-MONOMER	Inner_Membrane	BSU36810(1)	Inner_Membrane	y
BSU17830-MONOMER	Inner_Membrane	BSU17830(1)	Inner_Membrane	y
BSU06200-MONOMER	Inner_Membrane	BSU06200(1)	Inner_Membrane	y
BSU09860-MONOMER	Inner_Membrane	BSU09860(1)	Inner_Membrane	y
BSU21330-MONOMER	Inner_Membrane	BSU21330(1)	Inner_Membrane	y
BSU28740-MONOMER	Inner_Membrane	BSU28740(1)	Inner_Membrane	y
BSU32380-MONOMER	Inner_Membrane	BSU32380(1)	Inner_Membrane	y
BSU25740-MONOMER	Inner_Membrane	BSU25740(1)	Inner_Membrane	y
BSU29240-MONOMER	Inner_Membrane	BSU29240(1)	Inner_Membrane	y
BSU35840-MONOMER	Inner_Membrane	BSU35840(1)	Inner_Membrane	y
BSU10380-MONOMER	Inner_Membrane	BSU10380(1)	Inner_Membrane	y
BSU24750-MONOMER	Inner_Membrane	BSU24750(1)	Inner_Membrane	y
BSU13890-MONOMER	Inner_Membrane	BSU13890(1)	Inner_Membrane	y
BSU40139-MONOMER	Inner_Membrane	BSU40139(1)	Inner_Membrane	y
BSU21790-MONOMER	Inner_Membrane	BSU21790(1)	Inner_Membrane	y
BSU32060-MONOMER	Inner_Membrane	BSU32060(1)	Inner_Membrane	y
BSU13090-MONOMER	Inner_Membrane	BSU13090(1)	Inner_Membrane	y
BSU02990-MONOMER	Inner_Membrane	BSU02990(1)	Inner_Membrane	y
BSU35680-MONOMER	Inner_Membrane	BSU35680(1)	Inner_Membrane	y
BSU06550-MONOMER	Inner_Membrane	BSU06550(1)	Inner_Membrane	y
BSU10220-MONOMER	Inner_Membrane	BSU10220(1)	Inner_Membrane	y
BSU02150-MONOMER	Inner_Membrane	BSU02150(1)	Inner_Membrane	y
BSU12930-MONOMER	Inner_Membrane	BSU12930(1)	Inner_Membrane	y
BSU28930-MONOMER	Inner_Membrane	BSU28930(1)	Inner_Membrane	y
BSU10050-MONOMER	Inner_Membrane	BSU10050(1)	Inner_Membrane	y
BSU01990-MONOMER	Inner_Membrane	BSU01990(1)	Inner_Membrane	y
BSU32580-MONOMER	Inner_Membrane	BSU32580(1)	Inner_Membrane	y
BSU05540-MONOMER	Inner_Membrane	BSU05540(1)	Inner_Membrane	y
BSU09200-MONOMER	Inner_Membrane	BSU09200(1)	Inner_Membrane	y
BSU28099-MONOMER	Inner_Membrane	BSU28099(1)	Inner_Membrane	y
BSU39830-MONOMER	Inner_Membrane	BSU39830(1)	Inner_Membrane	y
BSU02670-MONOMER	Inner_Membrane	BSU02670(1)	Inner_Membrane	y
BSU16320-MONOMER	Inner_Membrane	BSU16320(1)	Inner_Membrane	y
BSU09900-MONOMER	Inner_Membrane	BSU09900(1)	Inner_Membrane	y
BSU32430-MONOMER	Inner_Membrane	BSU32430(1)	Inner_Membrane	y
BSU05408-MONOMER	Inner_Membrane	BSU05408(1)	Inner_Membrane	y
BSU09030-MONOMER	Inner_Membrane	BSU09030(1)	Inner_Membrane	y
BSU31570-MONOMER	Inner_Membrane	BSU31570(1)	Inner_Membrane	y
BSU24960-MONOMER	Inner_Membrane	BSU24960(1)	Inner_Membrane	y
BSU24100-MONOMER	Inner_Membrane	BSU24100(1)	Inner_Membrane	y
BSU35890-MONOMER	Inner_Membrane	BSU35890(1)	Inner_Membrane	y
BSU24800-MONOMER	Inner_Membrane	BSU24800(1)	Inner_Membrane	y
BSU19579-MONOMER	Inner_Membrane	BSU19579(1)	Inner_Membrane	y
BSU01460-MONOMER	Inner_Membrane	BSU01460(1)	Inner_Membrane	y
BSU05090-MONOMER	Inner_Membrane	BSU05090(1)	Inner_Membrane	y
BSU08700-MONOMER	Inner_Membrane	BSU08700(1)	Inner_Membrane	y
BSU02200-MONOMER	Inner_Membrane	BSU02200(1)	Inner_Membrane	y
BSU27600-MONOMER	Inner_Membrane	BSU27600(1)	Inner_Membrane	y
BSU24640-MONOMER	Inner_Membrane	BSU24640(1)	Inner_Membrane	y
BSU31250-MONOMER	Inner_Membrane	BSU31250(1)	Inner_Membrane	y
BSU38480-MONOMER	Inner_Membrane	BSU38480(1)	Inner_Membrane	y
BSU35560-MONOMER	Inner_Membrane	BSU35560(1)	Inner_Membrane	y
BSU04930-MONOMER	Inner_Membrane	BSU04930(1)	Inner_Membrane	y
BSU08540-MONOMER	Inner_Membrane	BSU08540(1)	Inner_Membrane	y
BSU27460-MONOMER	Inner_Membrane	BSU27460(1)	Inner_Membrane	y
BSU24480-MONOMER	Inner_Membrane	BSU24480(1)	Inner_Membrane	y
BSU31090-MONOMER	Inner_Membrane	BSU31090(1)	Inner_Membrane	y
BSU05590-MONOMER	Inner_Membrane	BSU05590(1)	Inner_Membrane	y
BSU15650-MONOMER	Inner_Membrane	BSU15650(1)	Inner_Membrane	y
BSU34690-MONOMER	Inner_Membrane	BSU34690(1)	Inner_Membrane	y
BSU38320-MONOMER	Inner_Membrane	BSU38320(1)	Inner_Membrane	y
BSU16370-MONOMER	Inner_Membrane	BSU16370(1)	Inner_Membrane	y
BSU27300-MONOMER	Inner_Membrane	BSU27300(1)	Inner_Membrane	y
BSU30930-MONOMER	Inner_Membrane	BSU30930(1)	Inner_Membrane	y
BSU27990-MONOMER	Inner_Membrane	BSU27990(1)	Inner_Membrane	y
BSU31620-MONOMER	Inner_Membrane	BSU31620(1)	Inner_Membrane	y
BSU38170-MONOMER	Inner_Membrane	BSU38170(1)	Inner_Membrane	y
BSU19110-MONOMER	Inner_Membrane	BSU19110(1)	Inner_Membrane	y
BSU16220-MONOMER	Inner_Membrane	BSU16220(1)	Inner_Membrane	y
BSU35250-MONOMER	Inner_Membrane	BSU35250(1)	Inner_Membrane	y
BSU23440-MONOMER	Inner_Membrane	BSU23440(1)	Inner_Membrane	y
