,flux
FDMO5_1_FWD_BSU08860-MONOMER_s,0.0
FDMO6_1_FWD_BSU08860-MONOMER,0.0
FDMO6_1_FWD_BSU08860-MONOMER_s,0.0
FDMO_1_FWD_BSU08860-MONOMER,0.0
FDMO_1_FWD_BSU08860-MONOMER_s,0.0
FE2abc_FWD_CPLX8J2-113,0.0
FE2abc_FWD_CPLX8J2-113_s,0.0
FE3t_FWD_CPLX000-18,0.0
FE3t_FWD_CPLX000-18_s,0.0
FEDCabc_FWD_CPLX000-19,0.0
FEDCabc_FWD_CPLX000-19_s,0.0
FERRICHabc_FWD_CPLX8J2-38,0.0
FERRICHabc_FWD_CPLX8J2-38_s,0.0
FERRICHabc_FWD_CPLX8J2-75,0.0
FERRICHabc_FWD_CPLX8J2-75_s,0.0
FERXAabc_FWD_CPLX000-20,0.0
FERXAabc_FWD_CPLX000-20_s,0.0
FFSD_FWD_BSU38040-MONOMER,0.0
FFSD_FWD_BSU38040-MONOMER_s,0.0
FGLU_1_FWD_BSU39380-MONOMER,0.0
FGLU_1_FWD_BSU39380-MONOMER_s,0.0
FLVR_1_FWD_BSU03860-MONOMER,0.0
FLVR_1_FWD_BSU03860-MONOMER_s,0.0
FLVR_1_FWD_BSU07830-MONOMER,0.0
FLVR_1_FWD_BSU07830-MONOMER_s,0.0
FLVR_1_FWD_BSU38110-MONOMER,0.0
FLVR_1_FWD_BSU38110-MONOMER_s,0.0
FMETDF_FWD_BSU15720-MONOMER,0.0
FMETDF_FWD_BSU15720-MONOMER_s,0.0
FMNAT_FWD_BSU16670-MONOMER,5.504812801015981e-15
FMNAT_FWD_BSU16670-MONOMER_s,3.825441255959443e-08
FMNAT_REV_BSU16670-MONOMER,0.0
FMNAT_REV_BSU16670-MONOMER_s,0.0
FMNRy_FWD_BSU38110-MONOMER,0.0
FMNRy_FWD_BSU38110-MONOMER_s,0.0
FOLD3_FWD_BSU00770-MONOMER_mod_mg2,2.219908721923828e-05
FOLD3_FWD_BSU00770-MONOMER_mod_mg2_s,0.0
FOLR2_FWD_BSU21810-MONOMER,0.0
FOLR2_FWD_BSU21810-MONOMER_s,2.219908721923828e-05
FOLR2_REV_BSU21810-MONOMER,2.219908721923828e-05
FOLR2_REV_BSU21810-MONOMER_s,0.0
FOLt_FWD_CPLX_dummy,0.0
FOLt_FWD_CPLX_dummy_s,2.219908721923828e-05
FOLt_REV_CPLX_dummy,0.0
FOLt_REV_CPLX_dummy_s,0.0
FORAMD_FWD_CPLX_dummy,0.0
FORAMD_FWD_CPLX_dummy_s,0.0
FORt2_FWD_BSU27200-MONOMER,0.0
FORt2_FWD_BSU27200-MONOMER_s,0.0
FORt2_REV_BSU27200-MONOMER,0.0
FORt2_REV_BSU27200-MONOMER_s,0.00034264522487726366
FRTT_FWD_CPLX_dummy,0.0
FRTT_FWD_CPLX_dummy_s,1.6089801635742187e-05
FRUK_FWD_BSU14390-MONOMER_mod_mg2,0.0
FRUK_FWD_BSU14390-MONOMER_mod_mg2_s,0.0
FRUpts_FWD_CPLX000-21,0.0
FRUpts_FWD_CPLX000-21_s,0.0
FRUpts_FWD_CPLX000-22,0.0
FRUpts_FWD_CPLX000-22_s,0.0
FTHFD_FWD_BSU13110-MONOMER,0.0
FTHFD_FWD_BSU13110-MONOMER_s,0.0
FUM_FWD_BSU33040-MONOMER,2.2372121276530996
FUM_FWD_BSU33040-MONOMER_s,0.0
FUM_REV_BSU33040-MONOMER,0.0
FUM_REV_BSU33040-MONOMER_s,0.0
FUMt2r_FWD_BSU04470-MONOMER,0.0
FUMt2r_FWD_BSU04470-MONOMER_s,0.0
FUMt2r_FWD_BSU07570-MONOMER,0.0
FUMt2r_FWD_BSU07570-MONOMER_s,0.0
FUMt2r_REV_BSU04470-MONOMER,0.0
FUMt2r_REV_BSU04470-MONOMER_s,0.0
FUMt2r_REV_BSU07570-MONOMER,0.0
FUMt2r_REV_BSU07570-MONOMER_s,0.0
G1Dx_FWD_BSU03930-MONOMER,0.0
G1Dx_FWD_BSU03930-MONOMER_s,0.0
G1Dx_FWD_CPLX8J2-106,0.0
G1Dx_FWD_CPLX8J2-106_s,0.0
G1PACT_FWD_BSU00500-MONOMER_mod_mg2,0.0
G1PACT_FWD_BSU00500-MONOMER_mod_mg2_s,0.06100612830112591
G1PACT_REV_BSU00500-MONOMER_mod_mg2,0.0
G1PACT_REV_BSU00500-MONOMER_mod_mg2_s,0.0
G1PPDM_FWD_BSU34550-MONOMER,0.0
G1PPDM_FWD_BSU34550-MONOMER_s,0.0
G1Pt6_2_FWD_CPLX_dummy,0.0
G1Pt6_2_FWD_CPLX_dummy_s,0.0
G1SAT_FWD_BSU08710-MONOMER,0.0
G1SAT_FWD_BSU08710-MONOMER_s,0.0
G1SAT_FWD_BSU28120-MONOMER,0.0
G1SAT_FWD_BSU28120-MONOMER_s,0.0
G3PCT_FWD_BSU35740-MONOMER,0.0
G3PCT_FWD_BSU35740-MONOMER_s,0.031889527987475005
G3PCT_FWD_CPLX-5322,0.0
G3PCT_FWD_CPLX-5322_s,0.0
G3PD1ir_FWD_BSU22830-MONOMER,0.0
G3PD1ir_FWD_BSU22830-MONOMER_s,0.04347403652758909
G3PD1ir_REV_BSU22830-MONOMER,0.0
G3PD1ir_REV_BSU22830-MONOMER_s,0.0
G3PD4_FWD_BSU09300-MONOMER,4.4478206049194386e-05
G3PD4_FWD_BSU09300-MONOMER_s,0.0
G3POA_BS_FWD_CPLX_dummy,0.0
G3POA_BS_FWD_CPLX_dummy_s,0.009691000477258384
G5SADs_FWD_CPLX_dummy,0.011036234118668687
G5SADs_FWD_CPLX_dummy_s,0.0
G5SADs_REV_CPLX_dummy,0.0
G5SADs_REV_CPLX_dummy_s,0.0
G5SD_FWD_BSU13130-MONOMER,0.011036234118668687
G5SD_FWD_BSU13130-MONOMER_s,0.0
G6PDA_FWD_BSU02360-MONOMER,0.0
G6PDA_FWD_BSU02360-MONOMER_s,0.0
G6PDA_FWD_BSU35020-MONOMER,0.0
G6PDA_FWD_BSU35020-MONOMER_s,0.0
G6PDH2r_FWD_BSU23850-MONOMER,0.0
G6PDH2r_FWD_BSU23850-MONOMER_s,0.0
G6PDH2r_FWD_CPLX8J2-195,0.0
G6PDH2r_FWD_CPLX8J2-195_s,0.0
G6PI_FWD_BSU31350-MONOMER,0.0
G6PI_FWD_BSU31350-MONOMER_s,0.0
G6PI_REV_BSU31350-MONOMER,0.0
G6PI_REV_BSU31350-MONOMER_s,0.0
G6Pt6_2_FWD_CPLX_dummy,0.0
G6Pt6_2_FWD_CPLX_dummy_s,0.03897587409224433
GALCTD_1_FWD_BSU02510-MONOMER_mod_fe2,0.0
GALCTD_1_FWD_BSU02510-MONOMER_mod_fe2_s,0.0
GALCTRt2_FWD_BSU02480-MONOMER,0.0
GALCTRt2_FWD_BSU02480-MONOMER_s,0.0
GALKr_FWD_BSU38200-MONOMER_mod_mg2,0.0
GALKr_FWD_BSU38200-MONOMER_mod_mg2_s,0.0
GALS1_FWD_BSU30300-MONOMER_mod_mn2,0.0
GALS1_FWD_BSU30300-MONOMER_mod_mn2_s,0.0
GALS2_FWD_BSU30300-MONOMER_mod_mn2,0.0
GALS2_FWD_BSU30300-MONOMER_mod_mn2_s,0.0
GALS3_FWD_BSU30300-MONOMER_mod_mn2,0.0
GALS3_FWD_BSU30300-MONOMER_mod_mn2_s,0.0
GALS4_FWD_BSU30300-MONOMER_mod_mn2,0.0
GALS4_FWD_BSU30300-MONOMER_mod_mn2_s,0.0
GALT_FWD_BSU38190-MONOMER,0.0
GALT_FWD_BSU38190-MONOMER_s,0.0
GALT_REV_BSU38190-MONOMER,0.0
GALT_REV_BSU38190-MONOMER_s,0.0
GALTpts_FWD_CPLX_dummy,0.0
GALTpts_FWD_CPLX_dummy_s,0.0
GALURt2r_FWD_BSU12360-MONOMER,0.0
GALURt2r_FWD_BSU12360-MONOMER_s,0.0
GALUi_FWD_BSU35670-MONOMER,0.0
GALUi_FWD_BSU35670-MONOMER_s,0.061909447196931665
GALUi_REV_BSU35670-MONOMER,0.0
GALUi_REV_BSU35670-MONOMER_s,0.0
GALt2_FWD_BSU33960-MONOMER,0.0
GALt2_FWD_BSU33960-MONOMER_s,0.0
GAM,0.0
GAM6Pt_FWD_CPLX_dummy,0.0
GAM6Pt_FWD_CPLX_dummy_s,0.06100612830112591
GAM6Pt_REV_CPLX_dummy,0.0
GAM6Pt_REV_CPLX_dummy_s,0.0
GAM_s,0.06048797607421875
GAMpts_FWD_CPLX000-23,0.0
GAMpts_FWD_CPLX000-23_s,0.0
GAPD_FWD_BSU33940-MONOMER,3.2194087125277573
GAPD_FWD_BSU33940-MONOMER_s,1.4964842955087752
GAPDi_nadp_FWD_BSU29020-MONOMER,1.7115755207261851
GAPDi_nadp_FWD_BSU29020-MONOMER_s,0.0
GARFT_FWD_BSU06510-MONOMER,0.009973670596405646
GARFT_FWD_BSU06510-MONOMER_s,0.0
GART_FWD_BSU02230-MONOMER_mod_mg2,0.006269372902458033
GART_FWD_BSU02230-MONOMER_mod_mg2_s,0.0
GBBTNabc_FWD_CPLX8J2-93,0.0
GBBTNabc_FWD_CPLX8J2-93_s,0.0
GBEZY_FWD_BSU30980-MONOMER,0.0
GBEZY_FWD_BSU30980-MONOMER_s,0.0
GCALDD_FWD_BSU19310-MONOMER,0.0
GCALDD_FWD_BSU19310-MONOMER_s,0.0
GCALDD_FWD_BSU38830-MONOMER,0.0
GCALDD_FWD_BSU38830-MONOMER_s,0.0
GCALDD_FWD_BSU39860-MONOMER,2.219908721923828e-05
GCALDD_FWD_BSU39860-MONOMER_s,0.0
GF6PTA_FWD_BSU01780-MONOMER,0.06100612830112591
GF6PTA_FWD_BSU01780-MONOMER_s,0.0
GGTAe2_FWD_BSU18410-MONOMER,0.0
GGTAe2_FWD_BSU18410-MONOMER_s,0.0
GGTT_FWD_CPLX_dummy,0.0
GGTT_FWD_CPLX_dummy_s,1.6089801635742187e-05
GHMT2r_FWD_BSU36900-MONOMER,0.03878370026938251
GHMT2r_FWD_BSU36900-MONOMER_s,0.00683181062245069
GHMT2r_REV_BSU36900-MONOMER,0.0
GHMT2r_REV_BSU36900-MONOMER_s,0.0
GK1_FWD_BSU15680-MONOMER_mod_mg2,0.007856204984819573
GK1_FWD_BSU15680-MONOMER_mod_mg2_s,0.005351796629466472
GK1_REV_BSU15680-MONOMER_mod_mg2,0.0
GK1_REV_BSU15680-MONOMER_mod_mg2_s,0.0
GK2_FWD_BSU15680-MONOMER_mod_mg2,0.0
GK2_FWD_BSU15680-MONOMER_mod_mg2_s,0.0
GK2_REV_BSU15680-MONOMER_mod_mg2,0.0
GK2_REV_BSU15680-MONOMER_mod_mg2_s,0.0
GLCNt2ir_FWD_BSU19520-MONOMER,0.0
GLCNt2ir_FWD_BSU19520-MONOMER_s,0.0
GLCNt2ir_FWD_BSU40070-MONOMER,0.0
GLCNt2ir_FWD_BSU40070-MONOMER_s,0.0
GLCP_FWD_BSU30940-MONOMER_mod_pydx5p,0.0
GLCP_FWD_BSU30940-MONOMER_mod_pydx5p_s,0.0
GLCRAL_1_FWD_CPLX_dummy,0.0
GLCRAL_1_FWD_CPLX_dummy_s,0.0
GLCRD_1_FWD_BSU02490-MONOMER_mod_mg2,0.0
GLCRD_1_FWD_BSU02490-MONOMER_mod_mg2_s,0.0
GLCRt2r_FWD_BSU02480-MONOMER,0.0
GLCRt2r_FWD_BSU02480-MONOMER_s,0.0
GLCS1_FWD_BSU30950-MONOMER,0.0
GLCS1_FWD_BSU30950-MONOMER_s,0.0
GLCURt2r_FWD_BSU12360-MONOMER,0.0
GLCURt2r_FWD_BSU12360-MONOMER_s,0.0
GLCpts_FWD_BSU13890-MONOMER,1.6999932995881322
GLCpts_FWD_BSU13890-MONOMER_s,0.0
GLCpts_FWD_CPLX8J2-118,0.0
GLCpts_FWD_CPLX8J2-118_s,0.0
GLCt2_FWD_BSU10520-MONOMER,0.0
GLCt2_FWD_BSU10520-MONOMER_s,0.0
GLGC_FWD_BSU30960-MONOMER,0.0
GLGC_FWD_BSU30960-MONOMER_s,0.0
GLGC_FWD_BSU30970-MONOMER_mod_mg2,0.0
GLGC_FWD_BSU30970-MONOMER_mod_mg2_s,0.0
GLGC_REV_BSU30960-MONOMER,0.0
GLGC_REV_BSU30960-MONOMER_s,0.0
GLGC_REV_BSU30970-MONOMER_mod_mg2,0.0
GLGC_REV_BSU30970-MONOMER_mod_mg2_s,0.0
GLNS_FWD_BSU17460-MONOMER,0.0
GLNS_FWD_BSU17460-MONOMER_s,0.0
GLNS_FWD_CPLX8J2-146,0.1553959333416486
GLNS_FWD_CPLX8J2-146_s,0.0034161899824405404
GLNabc_FWD_CPLX8J2-68,0.0
GLNabc_FWD_CPLX8J2-68_s,0.0
GLTPD_FWD_BSU12330-MONOMER,0.0
GLTPD_FWD_BSU12330-MONOMER_s,0.0
GLTPD_REV_BSU12330-MONOMER,0.0
GLTPD_REV_BSU12330-MONOMER_s,0.0
GLU5K_FWD_BSU13120-MONOMER_mod_mg2,0.0
GLU5K_FWD_BSU13120-MONOMER_mod_mg2_s,0.0
GLU5K_FWD_BSU18470-MONOMER,0.011036234118668687
GLU5K_FWD_BSU18470-MONOMER_s,0.0
GLUDxi_FWD_BSU22960-MONOMER,0.0
GLUDxi_FWD_BSU22960-MONOMER_s,0.0
GLUDxi_FWD_BSU37790-MONOMER,0.0
GLUDxi_FWD_BSU37790-MONOMER_s,0.0
GLUN_FWD_BSU02430-MONOMER,0.0
GLUN_FWD_BSU02430-MONOMER_s,0.0
GLUN_FWD_BSU14830-MONOMER,0.0
GLUN_FWD_BSU14830-MONOMER_s,0.0
GLUPRT_FWD_BSU06490-MONOMER,0.016243043498863678
GLUPRT_FWD_BSU06490-MONOMER_s,0.0
GLUR_FWD_BSU26810-MONOMER,0.0
GLUR_FWD_BSU26810-MONOMER_s,0.0
GLUR_FWD_BSU28390-MONOMER,0.0
GLUR_FWD_BSU28390-MONOMER_s,0.0
GLUR_REV_BSU26810-MONOMER,0.0
GLUR_REV_BSU26810-MONOMER_s,0.00615870425994873
GLUR_REV_BSU28390-MONOMER,0.0
GLUR_REV_BSU28390-MONOMER_s,0.0
GLUSy_FWD_CPLX8J2-16_mod_fe2_mod_fad,0.0
GLUSy_FWD_CPLX8J2-16_mod_fe2_mod_fad_s,0.0
GLU_Dt2_FWD_CPLX_dummy,0.0
GLU_Dt2_FWD_CPLX_dummy_s,0.0
GLUt2r_FWD_BSU02340-MONOMER,0.0
GLUt2r_FWD_BSU02340-MONOMER_s,0.0
GLUt2r_FWD_BSU10220-MONOMER,0.0
GLUt2r_FWD_BSU10220-MONOMER_s,0.0
GLUt4_FWD_BSU09130-MONOMER,0.0
GLUt4_FWD_BSU09130-MONOMER_s,0.0
GLUt4_FWD_BSU10220-MONOMER,0.0
GLUt4_FWD_BSU10220-MONOMER_s,0.0
GLXCBL_FWD_BSU04340-MONOMER,0.0
GLXCBL_FWD_BSU04340-MONOMER_s,0.0
GLXO1_FWD_BSU19310-MONOMER,0.0
GLXO1_FWD_BSU19310-MONOMER_s,0.0
GLXO1_FWD_BSU38830-MONOMER,0.0
GLXO1_FWD_BSU38830-MONOMER_s,0.0
GLXO1_FWD_BSU39860-MONOMER,0.005248126857982197
GLXO1_FWD_BSU39860-MONOMER_s,0.0
GLXt2_FWD_CPLX_dummy,0.0
GLXt2_FWD_CPLX_dummy_s,0.0
GLY3Pt2_FWD_BSU02140-MONOMER,0.0
GLY3Pt2_FWD_BSU02140-MONOMER_s,0.0
GLYALDDr_FWD_BSU19310-MONOMER,0.0
GLYALDDr_FWD_BSU19310-MONOMER_s,0.0
GLYALDDr_FWD_BSU38830-MONOMER,0.0
GLYALDDr_FWD_BSU38830-MONOMER_s,0.0
GLYALDDr_FWD_BSU39860-MONOMER,0.0
GLYALDDr_FWD_BSU39860-MONOMER_s,0.0
GLYAT_FWD_BSU17000-MONOMER,0.0
GLYAT_FWD_BSU17000-MONOMER_s,0.0
GLYAT_REV_BSU17000-MONOMER,0.0
GLYAT_REV_BSU17000-MONOMER_s,0.0
GLYBabc_FWD_CPLX8J2-76,0.0
GLYBabc_FWD_CPLX8J2-76_s,0.0
GLYBabc_FWD_CPLX8J2-93,0.0
GLYBabc_FWD_CPLX8J2-93_s,0.0
GLYBt2r_FWD_BSU30070-MONOMER,0.0
GLYBt2r_FWD_BSU30070-MONOMER_s,0.0
GLYBt2r_REV_BSU30070-MONOMER,0.0
GLYBt2r_REV_BSU30070-MONOMER_s,0.0
GLYCK_FWD_BSU40040-MONOMER,0.0
GLYCK_FWD_BSU40040-MONOMER_s,0.0
GLYCLTt2r_FWD_BSU03060-MONOMER,0.0
GLYCLTt2r_FWD_BSU03060-MONOMER_s,0.0
GLYCLTt2r_FWD_BSU34190-MONOMER,0.0
GLYCLTt2r_FWD_BSU34190-MONOMER_s,0.0
GLYCLTt2r_REV_BSU03060-MONOMER,0.0
GLYCLTt2r_REV_BSU03060-MONOMER_s,0.0
GLYCLTt2r_REV_BSU34190-MONOMER,0.0
GLYCLTt2r_REV_BSU34190-MONOMER_s,0.0
GLYCOGENt_FWD_CPLX_dummy,0.0
GLYCOGENt_FWD_CPLX_dummy_s,0.0
GLYCTO1_FWD_BSU28680-MONOMER,2.219908721923828e-05
GLYCTO1_FWD_BSU28680-MONOMER_s,0.0
GLYCt_FWD_BSU09280-MONOMER,0.0
GLYCt_FWD_BSU09280-MONOMER_s,4.4478206049194386e-05
GLYCt_REV_BSU09280-MONOMER,0.0
GLYCt_REV_BSU09280-MONOMER_s,0.0
GLYK_FWD_BSU09290-MONOMER_mod_mn2,4.4478206049194386e-05
GLYK_FWD_BSU09290-MONOMER_mod_mn2_s,0.0
GLYO1_FWD_BSU11670-MONOMER,0.005225927770762959
GLYO1_FWD_BSU11670-MONOMER_s,0.0
GLYO1_FWD_CPLX-8352,0.0
GLYO1_FWD_CPLX-8352_s,0.0
GLYt2r_FWD_CPLX_dummy,0.0
GLYt2r_FWD_CPLX_dummy_s,0.003036177520098985
GLYt2r_REV_CPLX_dummy,0.0
GLYt2r_REV_CPLX_dummy_s,0.0
GMPR_FWD_BSU32130-MONOMER,0.0
GMPR_FWD_BSU32130-MONOMER_s,0.0
GMPS2_FWD_BSU06360-MONOMER_mod_mg2,0.007957643465291977
GMPS2_FWD_BSU06360-MONOMER_mod_mg2_s,0.0
GMPt6_FWD_CPLX_dummy,0.0
GMPt6_FWD_CPLX_dummy_s,0.34887197559954297
GMPt6_REV_CPLX_dummy,0.0
GMPt6_REV_CPLX_dummy_s,0.0
GND_FWD_BSU23860-MONOMER,0.0
GND_FWD_BSU23860-MONOMER_s,0.0
GND_REV_BSU23860-MONOMER,0.0
GND_REV_BSU23860-MONOMER_s,0.0
GNKr_FWD_BSU40060-MONOMER,0.0
GNKr_FWD_BSU40060-MONOMER_s,0.0
GNKr_REV_BSU40060-MONOMER,0.0
GNKr_REV_BSU40060-MONOMER_s,0.0
GPDDA1_FWD_BSU02130-MONOMER_mod_ca2,0.0
GPDDA1_FWD_BSU02130-MONOMER_mod_ca2_s,0.0
GPDDA2_FWD_BSU02130-MONOMER_mod_ca2,0.0
GPDDA2_FWD_BSU02130-MONOMER_mod_ca2_s,0.0
GPDDA4_FWD_BSU02130-MONOMER_mod_ca2,0.0
GPDDA4_FWD_BSU02130-MONOMER_mod_ca2_s,0.0
GRTT_FWD_BSU24280-MONOMER_mod_mn2,0.0
GRTT_FWD_BSU24280-MONOMER_mod_mn2_s,1.6089801635742187e-05
GSNt2_FWD_BSU38710-MONOMER,0.0
GSNt2_FWD_BSU38710-MONOMER_s,0.0
GSNt2_REV_BSU38710-MONOMER,0.0
GSNt2_REV_BSU38710-MONOMER_s,0.3439689531895876
GTHPe_FWD_BSU21900-MONOMER,0.0
GTHPe_FWD_BSU21900-MONOMER_s,0.0
GTHPe_REV_BSU21900-MONOMER,0.0
GTHPe_REV_BSU21900-MONOMER_s,0.0
GTPCII_FWD_BSU23260-MONOMER,5.504812801015981e-15
GTPCII_FWD_BSU23260-MONOMER_s,3.825441255959443e-08
GTPCI_FWD_BSU22780-MONOMER_mod_zn2,2.219908721923828e-05
GTPCI_FWD_BSU22780-MONOMER_mod_zn2_s,1.0623926761774578e-34
GTPDPK_FWD_BSU27600-MONOMER_mod_mn2,0.0
GTPDPK_FWD_BSU27600-MONOMER_mod_mn2_s,-8.472049480434976e-35
GUAD_FWD_BSU13170-MONOMER,0.0
GUAD_FWD_BSU13170-MONOMER_s,0.0
GUAPRT_FWD_BSU00680-MONOMER,0.3439689531895876
GUAPRT_FWD_BSU00680-MONOMER_s,0.0
GUAPRT_REV_BSU00680-MONOMER,0.0
GUAPRT_REV_BSU00680-MONOMER_s,0.346927376883812
GUAt2r_FWD_BSU06370-MONOMER,0.0
GUAt2r_FWD_BSU06370-MONOMER_s,0.0
GUAt2r_FWD_BSU29990-MONOMER,0.0
GUAt2r_FWD_BSU29990-MONOMER_s,0.0
GUI1_FWD_BSU12300-MONOMER_mod_zn2,0.0
GUI1_FWD_BSU12300-MONOMER_mod_zn2_s,0.0
GUI1_REV_BSU12300-MONOMER_mod_zn2,0.0
GUI1_REV_BSU12300-MONOMER_mod_zn2_s,0.0
GUI2_FWD_BSU12300-MONOMER_mod_zn2,0.0
GUI2_FWD_BSU12300-MONOMER_mod_zn2_s,0.0
GUI2_REV_BSU12300-MONOMER_mod_zn2,0.0
GUI2_REV_BSU12300-MONOMER_mod_zn2_s,0.0
H2Ot_FWD_SPONT,0.0
H2Ot_FWD_SPONT_s,11.804341143280405
H2Ot_REV_SPONT,8.604540820115343
H2Ot_REV_SPONT_s,0.0
HACD1_1_FWD_BSU24160-MONOMER,0.0
HACD1_1_FWD_BSU24160-MONOMER_s,0.0
HACD1_1_FWD_BSU32840-MONOMER,0.0
HACD1_1_FWD_BSU32840-MONOMER_s,0.0025196601240871797
HACD1_1_REV_BSU24160-MONOMER,0.0
HACD1_1_REV_BSU24160-MONOMER_s,0.0
HACD1_1_REV_BSU32840-MONOMER,0.0
HACD1_1_REV_BSU32840-MONOMER_s,0.0
HACD2_FWD_BSU32840-MONOMER,0.0
HACD2_FWD_BSU32840-MONOMER_s,0.0025196601240871797
HACD2_REV_BSU32840-MONOMER,0.0
HACD2_REV_BSU32840-MONOMER_s,0.0
HACD3_FWD_BSU32840-MONOMER,0.0
HACD3_FWD_BSU32840-MONOMER_s,0.0025196601240871797
HACD3_REV_BSU32840-MONOMER,0.0
HACD3_REV_BSU32840-MONOMER_s,0.0
HACD4_FWD_BSU32840-MONOMER,0.0
HACD4_FWD_BSU32840-MONOMER_s,0.0025196601240871797
HACD4_REV_BSU32840-MONOMER,0.0
HACD4_REV_BSU32840-MONOMER_s,0.0
HACD5_FWD_BSU32840-MONOMER,0.0
HACD5_FWD_BSU32840-MONOMER_s,0.0025196601240871797
HACD5_REV_BSU32840-MONOMER,0.0
HACD5_REV_BSU32840-MONOMER_s,0.0
HACD6_FWD_BSU32840-MONOMER,0.0
HACD6_FWD_BSU32840-MONOMER_s,0.0025196601240871797
HACD6_REV_BSU32840-MONOMER,0.0
HACD6_REV_BSU32840-MONOMER_s,0.0
HACD7_FWD_BSU32840-MONOMER,0.0
HACD7_FWD_BSU32840-MONOMER_s,0.001938200095451677
HACD7_REV_BSU32840-MONOMER,0.0
HACD7_REV_BSU32840-MONOMER_s,0.0
HACD9_FWD_BSU32840-MONOMER,0.0
HACD9_FWD_BSU32840-MONOMER_s,0.0
HACD9_REV_BSU32840-MONOMER,0.0
HACD9_REV_BSU32840-MONOMER_s,0.0
HACOADr_FWD_BSU32840-MONOMER,0.0
HACOADr_FWD_BSU32840-MONOMER_s,0.0
HCO3E_FWD_BSU30690-MONOMER_mod_zn2,0.20751157510285811
HCO3E_FWD_BSU30690-MONOMER_mod_zn2_s,0.09167686451486431
HCO3E_REV_BSU30690-MONOMER_mod_zn2,0.0
HCO3E_REV_BSU30690-MONOMER_mod_zn2_s,0.0
HEMEAS_FWD_BSU14870-MONOMER,0.0
HEMEAS_FWD_BSU14870-MONOMER_s,0.0
HEMECS_FWD_CPLX_dummy,0.0
HEMECS_FWD_CPLX_dummy_s,0.0
HEMEDS_FWD_CPLX_dummy,0.0
HEMEDS_FWD_CPLX_dummy_s,0.0
HEMEOS_1_FWD_BSU12080-MONOMER_mod_ca2,0.0
HEMEOS_1_FWD_BSU12080-MONOMER_mod_ca2_s,0.0
HEMEOS_1_FWD_BSU14880-MONOMER,0.0
HEMEOS_1_FWD_BSU14880-MONOMER_s,0.0
HETZK_FWD_BSU38300-MONOMER,0.0
HETZK_FWD_BSU38300-MONOMER_s,0.0
HETZK_FWD_CPLX-8351,0.0
HETZK_FWD_CPLX-8351_s,0.0
HEX1_FWD_BSU24850-MONOMER,0.0
HEX1_FWD_BSU24850-MONOMER_s,0.0
HEX7_FWD_BSU05860-MONOMER,0.0
HEX7_FWD_BSU05860-MONOMER_s,0.0
HEX7_FWD_BSU06170-MONOMER,0.0
HEX7_FWD_BSU06170-MONOMER_s,0.0
HEX7_FWD_CPLX8J2-90,0.0
HEX7_FWD_CPLX8J2-90_s,0.0
HEXSabc_FWD_CPLX8J2-74,0.0
HEXSabc_FWD_CPLX8J2-74_s,0.0
HEXTT_FWD_CPLX8J2-27,0.0
HEXTT_FWD_CPLX8J2-27_s,1.6089801635742187e-05
HGt_FWD_BSU33510-MONOMER,0.0
HGt_FWD_BSU33510-MONOMER_s,0.0
HGt_REV_BSU33510-MONOMER,0.0
HGt_REV_BSU33510-MONOMER_s,0.0
HIBD_FWD_BSU07990-MONOMER,0.0
HIBD_FWD_BSU07990-MONOMER_s,0.0
HIBHr_FWD_CPLX_dummy,0.0
HIBHr_FWD_CPLX_dummy_s,0.0
HISDr_FWD_BSU39350-MONOMER,0.0
HISDr_FWD_BSU39350-MONOMER_s,0.0
HISDr_REV_BSU39350-MONOMER,0.0
HISDr_REV_BSU39350-MONOMER_s,0.0
HISTD_FWD_BSU34910-MONOMER_mod_mn2,0.006162368313289667
HISTD_FWD_BSU34910-MONOMER_mod_mn2_s,0.0
HISTP_FWD_BSU29620-MONOMER,0.006162368313289667
HISTP_FWD_BSU29620-MONOMER_s,0.0
HISt2r_FWD_BSU02400-MONOMER,0.0
HISt2r_FWD_BSU02400-MONOMER_s,0.0
HISt2r_FWD_BSU39390-MONOMER,2.517077368917627e-33
HISt2r_FWD_BSU39390-MONOMER_s,0.001939576692615713
HKM1PP_FWD_BSU13600-MONOMER,0.0
HKM1PP_FWD_BSU13600-MONOMER_s,0.0
HMBS_FWD_BSU28150-MONOMER_mod_dpm,0.0
HMBS_FWD_BSU28150-MONOMER_mod_dpm_s,0.0
HMGCOAS_REV_BSU17150-MONOMER,0.0
HMGCOAS_REV_BSU17150-MONOMER_s,0.0
HMGL_FWD_BSU18230-MONOMER,0.0
HMGL_FWD_BSU18230-MONOMER_s,0.0
HMPK1_FWD_BSU11710-MONOMER,0.0
HMPK1_FWD_BSU11710-MONOMER_s,0.0
HMPK1_FWD_BSU38020-MONOMER,0.0
HMPK1_FWD_BSU38020-MONOMER_s,0.0
HOXPRx_FWD_BSU13960-MONOMER,0.0
HOXPRx_FWD_BSU13960-MONOMER_s,0.0
HOXPRx_REV_BSU13960-MONOMER,0.0
HOXPRx_REV_BSU13960-MONOMER_s,0.0
HP5CD_1_FWD_BSU37780-MONOMER,0.0
HP5CD_1_FWD_BSU37780-MONOMER_s,0.0
HPPK_FWD_BSU00790-MONOMER_mod_mg2,2.219908721923828e-05
HPPK_FWD_BSU00790-MONOMER_mod_mg2_s,0.0
HQNt6_FWD_CPLX_dummy,0.0
HQNt6_FWD_CPLX_dummy_s,0.0
